Column1,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,year
2721,West Gear,1197831,"Sunday, December 19, 2021",South,Arkansas,little rock,Men's Street Footwear,70,700,490000,196000,0.4,Online,2021
2722,West Gear,1197831,"Sunday, December 19, 2021",South,Arkansas,little rock,Men's Athletic Footwear,60,500,300000,105000,0.35,Online,2021
2723,West Gear,1197831,"Sunday, December 19, 2021",South,Arkansas,little rock,Women's Street Footwear,60,450,270000,108000,0.4,Online,2021
2724,West Gear,1197831,"Sunday, December 19, 2021",South,Arkansas,little rock,Women's Athletic Footwear,60,400,240000,96000,0.4,Online,2021
2725,West Gear,1197831,"Sunday, December 19, 2021",South,Arkansas,little rock,Men's Apparel,70,400,280000,98000,0.35,Online,2021
2726,West Gear,1197831,"Sunday, December 19, 2021",South,Arkansas,little rock,Women's Apparel,75,500,375000,150000,0.4,Online,2021
2727,West Gear,1197831,"Saturday, January 23, 2021",South,Arkansas,little rock,Men's Street Footwear,25,575,143750,57500,0.4,Online,2021
2728,West Gear,1197831,"Saturday, January 23, 2021",South,Arkansas,little rock,Men's Athletic Footwear,25,375,93750,32812.5,0.35,Online,2021
2729,West Gear,1197831,"Saturday, January 23, 2021",South,Arkansas,little rock,Women's Street Footwear,15,375,56250,22500,0.4,Online,2021
2730,West Gear,1197831,"Saturday, January 23, 2021",South,Arkansas,little rock,Women's Athletic Footwear,20,225,45000,18000,0.4,Online,2021
2731,West Gear,1197831,"Saturday, January 23, 2021",South,Arkansas,little rock,Men's Apparel,35,275,96250,33687.5,0.35,Online,2021
2732,West Gear,1197831,"Saturday, January 23, 2021",South,Arkansas,little rock,Women's Apparel,25,375,93750,37500,0.4,Online,2021
2733,West Gear,1197831,"Sunday, February 21, 2021",South,Arkansas,little rock,Men's Street Footwear,25,625,156250,62500,0.4,Online,2021
2734,West Gear,1197831,"Sunday, February 21, 2021",South,Arkansas,little rock,Men's Athletic Footwear,25,275,68750,24062.5,0.35,Online,2021
2735,West Gear,1197831,"Sunday, February 21, 2021",South,Arkansas,little rock,Women's Street Footwear,15,325,48750,19500,0.4,Online,2021
2736,West Gear,1197831,"Sunday, February 21, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,20,175,35000,14000,0.4,Online,2021
2737,West Gear,1197831,"Sunday, February 21, 2021",South,Oklahoma,oklahoma,Men's Apparel,35,250,87500,30625,0.35,Online,2021
2738,West Gear,1197831,"Sunday, February 21, 2021",South,Oklahoma,oklahoma,Women's Apparel,20,350,70000,28000,0.4,Online,2021
2739,West Gear,1197831,"Friday, March 19, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,20,570,114000,45600,0.4,Online,2021
2740,West Gear,1197831,"Friday, March 19, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,20,250,50000,17500,0.35,Online,2021
2741,West Gear,1197831,"Friday, March 19, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,10,275,27500,11000,0.4,Online,2021
2742,West Gear,1197831,"Friday, March 19, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,19,125,24999,10000,0.4,Online,2021
2743,West Gear,1197831,"Friday, March 19, 2021",South,Oklahoma,oklahoma,Men's Apparel,35,175,61250,21437.5,0.35,Online,2021
2744,West Gear,1197831,"Friday, March 19, 2021",South,Oklahoma,oklahoma,Women's Apparel,25,275,68750,27500,0.4,Online,2021
2745,West Gear,1197831,"Tuesday, April 20, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,25,525,131250,52500,0.4,Online,2021
2746,West Gear,1197831,"Tuesday, April 20, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,25,225,56250,19687.5,0.35,Online,2021
2747,West Gear,1197831,"Tuesday, April 20, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,15,225,33750,13500,0.4,Online,2021
2748,West Gear,1197831,"Tuesday, April 20, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,19,150,29999,12000,0.4,Online,2021
2749,West Gear,1197831,"Tuesday, April 20, 2021",South,Oklahoma,oklahoma,Men's Apparel,40,175,70000,24500,0.35,Online,2021
2750,West Gear,1197831,"Tuesday, April 20, 2021",South,Oklahoma,oklahoma,Women's Apparel,30,325,97500,39000,0.4,Online,2021
2751,West Gear,1197831,"Wednesday, May 19, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,40,595,238000,95200,0.4,Online,2021
2752,West Gear,1197831,"Wednesday, May 19, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,40,300,120000,42000,0.35,Online,2021
2753,West Gear,1197831,"Wednesday, May 19, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,35,275,96250,38500,0.4,Online,2021
2754,West Gear,1197831,"Wednesday, May 19, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,35,225,78750,31500,0.4,Online,2021
2755,West Gear,1197831,"Wednesday, May 19, 2021",South,Oklahoma,oklahoma,Men's Apparel,44,250,112499,39375,0.35,Online,2021
2756,West Gear,1197831,"Wednesday, May 19, 2021",South,Oklahoma,oklahoma,Women's Apparel,44,350,157499,63000,0.4,Online,2021
2757,West Gear,1197831,"Monday, June 21, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,40,600,240000,96000,0.4,Online,2021
2758,West Gear,1197831,"Monday, June 21, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,35,350,122500,42875,0.35,Online,2021
2759,West Gear,1197831,"Monday, June 21, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,40,325,130000,52000,0.4,Online,2021
2760,West Gear,1197831,"Monday, June 21, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,40,300,120000,48000,0.4,Online,2021
2761,West Gear,1197831,"Monday, June 21, 2021",South,Oklahoma,oklahoma,Men's Apparel,54,300,164999,57750,0.35,Online,2021
2762,West Gear,1197831,"Monday, June 21, 2021",South,Oklahoma,oklahoma,Women's Apparel,60,475,285000,114000,0.4,Online,2021
2763,West Gear,1197831,"Monday, July 19, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,54,700,384999,154000,0.4,Online,2021
2764,West Gear,1197831,"Monday, July 19, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,50,450,225000,78750,0.35,Online,2021
2765,West Gear,1197831,"Monday, July 19, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,45,375,168750,67500,0.4,Online,2021
2766,West Gear,1197831,"Monday, July 19, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,45,325,146250,58500,0.4,Online,2021
2767,West Gear,1197831,"Monday, July 19, 2021",South,Oklahoma,oklahoma,Men's Apparel,60,350,210000,73500,0.35,Online,2021
2768,West Gear,1197831,"Monday, July 19, 2021",South,Oklahoma,oklahoma,Women's Apparel,65,525,341250,136500,0.4,Online,2021
2769,West Gear,1197831,"Friday, August 20, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,60,675,405000,162000,0.4,Online,2021
2770,West Gear,1197831,"Friday, August 20, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,55,450,247500,86625,0.35,Online,2021
2771,West Gear,1197831,"Friday, August 20, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,50,375,187500,75000,0.4,Online,2021
2772,West Gear,1197831,"Friday, August 20, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,40,325,130000,52000,0.4,Online,2021
2773,West Gear,1197831,"Friday, August 20, 2021",South,Oklahoma,oklahoma,Men's Apparel,50,300,150000,52500,0.35,Online,2021
2774,West Gear,1197831,"Friday, August 20, 2021",South,Oklahoma,oklahoma,Women's Apparel,55,475,261250,104500,0.4,Online,2021
2775,West Gear,1197831,"Sunday, September 19, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,50,575,287500,115000,0.4,Online,2021
2776,West Gear,1197831,"Sunday, September 19, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,40,375,150000,52500,0.35,Online,2021
2777,West Gear,1197831,"Sunday, September 19, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,15,275,41250,16500,0.4,Online,2021
2778,West Gear,1197831,"Sunday, September 19, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,15,250,37500,15000,0.4,Online,2021
2779,West Gear,1197831,"Sunday, September 19, 2021",South,Oklahoma,oklahoma,Men's Apparel,25,250,62500,21875,0.35,Online,2021
2780,West Gear,1197831,"Sunday, September 19, 2021",South,Oklahoma,oklahoma,Women's Apparel,30,350,105000,42000,0.4,Online,2021
2781,West Gear,1197831,"Thursday, October 21, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,30,525,157500,63000,0.4,Online,2021
2782,West Gear,1197831,"Thursday, October 21, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,20,350,70000,24500,0.35,Online,2021
2783,West Gear,1197831,"Thursday, October 21, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,20,225,45000,18000,0.4,Online,2021
2784,West Gear,1197831,"Thursday, October 21, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,20,200,40000,16000,0.4,Online,2021
2785,West Gear,1197831,"Thursday, October 21, 2021",South,Oklahoma,oklahoma,Men's Apparel,30,200,60000,21000,0.35,Online,2021
2786,Kohl's,1197831,"Thursday, October 21, 2021",South,Oklahoma,oklahoma,Women's Apparel,30,325,97500,39000,0.4,Online,2021
2787,Kohl's,1197831,"Saturday, November 20, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,25,475,118750,47500,0.4,Online,2021
2788,Kohl's,1197831,"Saturday, November 20, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,15,300,45000,15750,0.35,Online,2021
2789,Kohl's,1197831,"Saturday, November 20, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,25,245,61250,24500,0.4,Online,2021
2790,Kohl's,1197831,"Saturday, November 20, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,55,300,165000,66000,0.4,Online,2021
2791,Kohl's,1197831,"Saturday, November 20, 2021",South,Oklahoma,oklahoma,Men's Apparel,75,275,206250,72187.5,0.35,Online,2021
2792,Kohl's,1197831,"Saturday, November 20, 2021",South,Oklahoma,oklahoma,Women's Apparel,75,375,281250,112500,0.4,Online,2021
2793,Kohl's,1197831,"Sunday, December 19, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,70,625,437500,175000,0.4,Online,2021
2794,Kohl's,1197831,"Sunday, December 19, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,60,425,255000,89250,0.35,Online,2021
2795,Kohl's,1197831,"Sunday, December 19, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,60,375,225000,90000,0.4,Online,2021
2796,Kohl's,1197831,"Sunday, December 19, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,60,325,195000,78000,0.4,Online,2021
2797,Kohl's,1197831,"Sunday, December 19, 2021",South,Oklahoma,oklahoma,Men's Apparel,70,325,227500,79625,0.35,Online,2021
2798,Kohl's,1197831,"Sunday, December 19, 2021",South,Oklahoma,oklahoma,Women's Apparel,75,425,318750,127500,0.4,Online,2021
2799,Kohl's,1197831,"Saturday, January 16, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,25,550,137500,48125,0.35,Online,2021
2800,Kohl's,1197831,"Saturday, January 16, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,25,350,87500,30625,0.35,Online,2021
2801,Kohl's,1197831,"Saturday, January 16, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,15,350,52500,18375,0.35,Online,2021
2802,Kohl's,1197831,"Saturday, January 16, 2021",South,Oklahoma,oklahoma,Women's Athletic Footwear,20,200,40000,14000,0.35,Online,2021
2803,Kohl's,1197831,"Saturday, January 16, 2021",South,Oklahoma,oklahoma,Men's Apparel,35,250,87500,30625,0.35,Online,2021
2804,Kohl's,1197831,"Saturday, January 16, 2021",South,Oklahoma,oklahoma,Women's Apparel,25,350,87500,30625,0.35,Online,2021
2805,Kohl's,1197831,"Sunday, February 14, 2021",South,Oklahoma,oklahoma,Men's Street Footwear,25,600,150000,52500,0.35,Online,2021
2806,Kohl's,1197831,"Sunday, February 14, 2021",South,Oklahoma,oklahoma,Men's Athletic Footwear,25,250,62500,21875,0.35,Online,2021
2807,Kohl's,1197831,"Sunday, February 14, 2021",South,Oklahoma,oklahoma,Women's Street Footwear,15,300,45000,15750,0.35,Online,2021
2808,Kohl's,1197831,"Sunday, February 14, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,20,150,30000,10500,0.35,Online,2021
2809,Kohl's,1197831,"Sunday, February 14, 2021",Midwest,Kansas,wichita,Men's Apparel,35,225,78750,27562.5,0.35,Online,2021
2810,Kohl's,1197831,"Sunday, February 14, 2021",Midwest,Kansas,wichita,Women's Apparel,20,325,65000,22750,0.35,Online,2021
2811,Kohl's,1197831,"Friday, March 12, 2021",Midwest,Kansas,wichita,Men's Street Footwear,20,545,109000,38150,0.35,Online,2021
2812,Kohl's,1197831,"Friday, March 12, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,20,225,45000,15750,0.35,Online,2021
2813,Kohl's,1197831,"Friday, March 12, 2021",Midwest,Kansas,wichita,Women's Street Footwear,10,250,25000,8750,0.35,Online,2021
2814,Kohl's,1197831,"Friday, March 12, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,19,100,19999,7000,0.35,Online,2021
2815,Kohl's,1197831,"Friday, March 12, 2021",Midwest,Kansas,wichita,Men's Apparel,35,150,52500,18375,0.35,Online,2021
2816,Kohl's,1197831,"Friday, March 12, 2021",Midwest,Kansas,wichita,Women's Apparel,25,250,62500,21875,0.35,Online,2021
2817,Kohl's,1197831,"Tuesday, April 13, 2021",Midwest,Kansas,wichita,Men's Street Footwear,25,500,125000,43750,0.35,Online,2021
2818,Kohl's,1197831,"Tuesday, April 13, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,25,200,50000,17500,0.35,Online,2021
2819,Kohl's,1197831,"Tuesday, April 13, 2021",Midwest,Kansas,wichita,Women's Street Footwear,15,200,30000,10500,0.35,Online,2021
2820,Kohl's,1197831,"Tuesday, April 13, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,19,125,24999,8750,0.35,Online,2021
2821,Kohl's,1197831,"Tuesday, April 13, 2021",Midwest,Kansas,wichita,Men's Apparel,40,150,60000,21000,0.35,Online,2021
2822,Kohl's,1197831,"Tuesday, April 13, 2021",Midwest,Kansas,wichita,Women's Apparel,30,300,90000,31500,0.35,Online,2021
2823,Kohl's,1197831,"Wednesday, May 12, 2021",Midwest,Kansas,wichita,Men's Street Footwear,40,570,228000,79800,0.35,Online,2021
2824,Kohl's,1197831,"Wednesday, May 12, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,40,275,110000,38500,0.35,Online,2021
2825,Kohl's,1197831,"Wednesday, May 12, 2021",Midwest,Kansas,wichita,Women's Street Footwear,35,250,87500,30625,0.35,Online,2021
2826,Kohl's,1197831,"Wednesday, May 12, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,35,200,70000,24500,0.35,Online,2021
2827,Kohl's,1197831,"Wednesday, May 12, 2021",Midwest,Kansas,wichita,Men's Apparel,44,225,101249,35437.5,0.35,Online,2021
2828,Kohl's,1197831,"Wednesday, May 12, 2021",Midwest,Kansas,wichita,Women's Apparel,44,325,146249,51187.5,0.35,Online,2021
2829,Kohl's,1197831,"Monday, June 14, 2021",Midwest,Kansas,wichita,Men's Street Footwear,40,575,230000,80500,0.35,Online,2021
2830,Kohl's,1197831,"Monday, June 14, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,35,325,113750,39812.5,0.35,Online,2021
2831,Kohl's,1197831,"Monday, June 14, 2021",Midwest,Kansas,wichita,Women's Street Footwear,40,300,120000,42000,0.35,Online,2021
2832,Kohl's,1197831,"Monday, June 14, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,40,275,110000,38500,0.35,Online,2021
2833,Kohl's,1197831,"Monday, June 14, 2021",Midwest,Kansas,wichita,Men's Apparel,54,275,151249,52937.5,0.35,Online,2021
2834,Kohl's,1197831,"Monday, June 14, 2021",Midwest,Kansas,wichita,Women's Apparel,60,450,270000,94500,0.35,Online,2021
2835,Kohl's,1197831,"Monday, July 12, 2021",Midwest,Kansas,wichita,Men's Street Footwear,54,675,371249,129937.5,0.35,Online,2021
2836,Kohl's,1197831,"Monday, July 12, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,50,425,212500,74375,0.35,Online,2021
2837,Kohl's,1197831,"Monday, July 12, 2021",Midwest,Kansas,wichita,Women's Street Footwear,45,350,157500,55125,0.35,Online,2021
2838,Kohl's,1197831,"Monday, July 12, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,45,300,135000,47250,0.35,Online,2021
2839,Kohl's,1197831,"Monday, July 12, 2021",Midwest,Kansas,wichita,Men's Apparel,60,325,195000,68250,0.35,Online,2021
2840,Kohl's,1197831,"Monday, July 12, 2021",Midwest,Kansas,wichita,Women's Apparel,65,500,325000,113750,0.35,Online,2021
2841,Kohl's,1197831,"Friday, August 13, 2021",Midwest,Kansas,wichita,Men's Street Footwear,60,650,390000,136500,0.35,Online,2021
2842,Kohl's,1197831,"Friday, August 13, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,55,425,233750,81812.5,0.35,Online,2021
2843,Kohl's,1197831,"Friday, August 13, 2021",Midwest,Kansas,wichita,Women's Street Footwear,50,350,175000,61250,0.35,Online,2021
2844,Kohl's,1197831,"Friday, August 13, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,40,300,120000,42000,0.35,Online,2021
2845,Kohl's,1197831,"Friday, August 13, 2021",Midwest,Kansas,wichita,Men's Apparel,50,275,137500,48125,0.35,Online,2021
2846,Kohl's,1197831,"Friday, August 13, 2021",Midwest,Kansas,wichita,Women's Apparel,55,450,247500,86625,0.35,Online,2021
2847,Kohl's,1197831,"Sunday, September 12, 2021",Midwest,Kansas,wichita,Men's Street Footwear,50,550,275000,96250,0.35,Online,2021
2848,Kohl's,1197831,"Sunday, September 12, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,40,350,140000,49000,0.35,Online,2021
2849,Kohl's,1197831,"Sunday, September 12, 2021",Midwest,Kansas,wichita,Women's Street Footwear,15,250,37500,13125,0.35,Online,2021
2850,Kohl's,1197831,"Sunday, September 12, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,15,225,33750,11812.5,0.35,Online,2021
2851,Kohl's,1197831,"Sunday, September 12, 2021",Midwest,Kansas,wichita,Men's Apparel,25,225,56250,19687.5,0.35,Online,2021
2852,Kohl's,1197831,"Sunday, September 12, 2021",Midwest,Kansas,wichita,Women's Apparel,30,325,97500,34125,0.35,Online,2021
2853,Kohl's,1197831,"Thursday, October 14, 2021",Midwest,Kansas,wichita,Men's Street Footwear,30,500,150000,52500,0.35,Online,2021
2854,Kohl's,1197831,"Thursday, October 14, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,20,325,65000,22750,0.35,Online,2021
2855,Kohl's,1197831,"Thursday, October 14, 2021",Midwest,Kansas,wichita,Women's Street Footwear,20,200,40000,14000,0.35,Online,2021
2856,Kohl's,1197831,"Thursday, October 14, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,20,175,35000,12250,0.35,Online,2021
2857,Kohl's,1197831,"Thursday, October 14, 2021",Midwest,Kansas,wichita,Men's Apparel,30,175,52500,18375,0.35,Online,2021
2858,Foot Locker,1197831,"Thursday, October 14, 2021",Midwest,Kansas,wichita,Women's Apparel,30,300,90000,31500,0.35,Online,2021
2859,Foot Locker,1197831,"Saturday, November 13, 2021",Midwest,Kansas,wichita,Men's Street Footwear,25,450,112500,39375,0.35,Online,2021
2860,Foot Locker,1197831,"Saturday, November 13, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,15,275,41250,14437.5,0.35,Online,2021
2861,Foot Locker,1197831,"Saturday, November 13, 2021",Midwest,Kansas,wichita,Women's Street Footwear,25,220,55000,19250,0.35,Online,2021
2862,Foot Locker,1197831,"Saturday, November 13, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,55,275,151250,52937.5,0.35,Online,2021
2863,Foot Locker,1197831,"Saturday, November 13, 2021",Midwest,Kansas,wichita,Men's Apparel,75,250,187500,65625,0.35,Online,2021
2864,Foot Locker,1197831,"Saturday, November 13, 2021",Midwest,Kansas,wichita,Women's Apparel,75,350,262500,91875,0.35,Online,2021
2865,Foot Locker,1197831,"Sunday, December 12, 2021",Midwest,Kansas,wichita,Men's Street Footwear,70,600,420000,147000,0.35,Online,2021
2866,Foot Locker,1197831,"Sunday, December 12, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,60,400,240000,84000,0.35,Online,2021
2867,Foot Locker,1197831,"Sunday, December 12, 2021",Midwest,Kansas,wichita,Women's Street Footwear,60,350,210000,73500,0.35,Online,2021
2868,Foot Locker,1197831,"Sunday, December 12, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,60,300,180000,63000,0.35,Online,2021
2869,Foot Locker,1197831,"Sunday, December 12, 2021",Midwest,Kansas,wichita,Men's Apparel,70,300,210000,73500,0.35,Online,2021
2870,Foot Locker,1197831,"Sunday, December 12, 2021",Midwest,Kansas,wichita,Women's Apparel,75,400,300000,105000,0.35,Online,2021
2871,Foot Locker,1185732,"Tuesday, January 12, 2021",Midwest,Kansas,wichita,Men's Street Footwear,40,475,190000,66500,0.35,Online,2021
2872,Foot Locker,1185732,"Tuesday, January 12, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,40,275,110000,33000,0.3,Online,2021
2873,Foot Locker,1185732,"Tuesday, January 12, 2021",Midwest,Kansas,wichita,Women's Street Footwear,30,275,82500,24750,0.3,Online,2021
2874,Foot Locker,1185732,"Tuesday, January 12, 2021",Midwest,Kansas,wichita,Women's Athletic Footwear,35,125,43750,13125,0.3,Online,2021
2875,Foot Locker,1185732,"Tuesday, January 12, 2021",Midwest,Kansas,wichita,Men's Apparel,49,175,87499,30625,0.35,Online,2021
2876,Foot Locker,1185732,"Tuesday, January 12, 2021",Midwest,Kansas,wichita,Women's Apparel,40,275,110000,44000,0.4,Online,2021
2877,Foot Locker,1185732,"Friday, February 12, 2021",Midwest,Kansas,wichita,Men's Street Footwear,40,525,210000,73500,0.35,Online,2021
2878,Foot Locker,1185732,"Friday, February 12, 2021",Midwest,Kansas,wichita,Men's Athletic Footwear,40,175,70000,21000,0.3,Online,2021
2879,Foot Locker,1185732,"Friday, February 12, 2021",Midwest,Kansas,wichita,Women's Street Footwear,30,225,67500,20250,0.3,Online,2021
2880,Foot Locker,1185732,"Friday, February 12, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,35,100,35000,10500,0.3,Online,2021
2881,Foot Locker,1185732,"Friday, February 12, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,49,175,87499,30625,0.35,Online,2021
2882,Foot Locker,1185732,"Friday, February 12, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,35,275,96250,38500,0.4,Online,2021
2883,Foot Locker,1185732,"Thursday, March 11, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,40,495,198000,69300,0.35,Online,2021
2884,Foot Locker,1185732,"Thursday, March 11, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,40,200,80000,24000,0.3,Online,2021
2885,Foot Locker,1185732,"Thursday, March 11, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,30,225,67500,20250,0.3,Online,2021
2886,Foot Locker,1185732,"Thursday, March 11, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,35,75,26250,7875,0.3,Online,2021
2887,Foot Locker,1185732,"Thursday, March 11, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,50,125,62500,21875,0.35,Online,2021
2888,Foot Locker,1185732,"Thursday, March 11, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,40,225,90000,36000,0.4,Online,2021
2889,Foot Locker,1185732,"Monday, April 12, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,40,450,180000,63000,0.35,Online,2021
2890,Foot Locker,1185732,"Monday, April 12, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,40,150,60000,18000,0.3,Online,2021
2891,Foot Locker,1185732,"Monday, April 12, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,30,150,45000,13500,0.3,Online,2021
2892,Foot Locker,1185732,"Monday, April 12, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,35,75,26250,7875,0.3,Online,2021
2893,Foot Locker,1185732,"Monday, April 12, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,60,100,60000,21000,0.35,Online,2021
2894,Foot Locker,1185732,"Monday, April 12, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,50,225,112500,45000,0.4,Online,2021
2895,Foot Locker,1185732,"Thursday, May 13, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,60,495,297000,103950,0.35,Online,2021
2896,Foot Locker,1185732,"Thursday, May 13, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,50,200,100000,30000,0.3,Online,2021
2897,Foot Locker,1185732,"Thursday, May 13, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,45,175,78750,23625,0.3,Online,2021
2898,Foot Locker,1185732,"Thursday, May 13, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,45,100,45000,13500,0.3,Online,2021
2899,Foot Locker,1185732,"Thursday, May 13, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,54,125,68749,24062.5,0.35,Online,2021
2900,Foot Locker,1185732,"Thursday, May 13, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,60,250,150000,60000,0.4,Online,2021
2901,Foot Locker,1185732,"Saturday, June 12, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,45,500,225000,78750,0.35,Online,2021
2902,Foot Locker,1185732,"Saturday, June 12, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,40,250,100000,30000,0.3,Online,2021
2903,Foot Locker,1185732,"Saturday, June 12, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,35,200,70000,21000,0.3,Online,2021
2904,Foot Locker,1185732,"Saturday, June 12, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,35,175,61250,18375,0.3,Online,2021
2905,Foot Locker,1185732,"Saturday, June 12, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,45,175,78750,27562.5,0.35,Online,2021
2906,Foot Locker,1185732,"Saturday, June 12, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,55,325,178750,71500,0.4,Online,2021
2907,Foot Locker,1185732,"Sunday, July 11, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,50,550,275000,96250,0.35,Online,2021
2908,Foot Locker,1185732,"Sunday, July 11, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,45,300,135000,40500,0.3,Online,2021
2909,Foot Locker,1185732,"Sunday, July 11, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,40,225,90000,27000,0.3,Online,2021
2910,Foot Locker,1185732,"Sunday, July 11, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,40,175,70000,21000,0.3,Online,2021
2911,Foot Locker,1185732,"Sunday, July 11, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,50,200,100000,35000,0.35,Online,2021
2912,Foot Locker,1185732,"Sunday, July 11, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,55,375,206250,82500,0.4,Online,2021
2913,Foot Locker,1185732,"Thursday, August 12, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,50,525,262500,91875,0.35,Online,2021
2914,Foot Locker,1185732,"Thursday, August 12, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,45,300,135000,40500,0.3,Online,2021
